NUMERO;PALABRA;ORDEN
4357;tendrán;NORMAL
4358;tendría;NORMAL
4359;tenemos;NORMAL
4360;tener;NORMAL
4361;tenga;NORMAL
4362;tengan;NORMAL
4363;tengo;NORMAL
4364;tenido;NORMAL
4365;teniendo;NORMAL
4366;teniente;NORMAL
4367;tenis;NORMAL
4368;tensiones;NORMAL
4369;tensión;NORMAL
4370;tentación;NORMAL
4371;tenía;NORMAL
4372;teníamos;NORMAL
4373;tenían;NORMAL
4374;teoría;NORMAL
4375;teorías;NORMAL
4376;terapia;NORMAL
4377;tercer;NORMAL
4378;tercera;NORMAL
4379;tercero;NORMAL
4380;tercio;NORMAL
4381;teresa;NORMAL
4382;termina;NORMAL
4383;terminado;NORMAL
4384;terminar;NORMAL
4385;terminó;NORMAL
4386;terreno;NORMAL
4387;terrenos;NORMAL
4388;terrestre;NORMAL
4389;terrible;NORMAL
4390;territorial;NORMAL
4391;territorio;NORMAL
4392;territorios;NORMAL
4393;terror;NORMAL
4394;terrorismo;NORMAL
4395;terrorista;NORMAL
4396;terroristas;NORMAL
4397;tesis;NORMAL
4398;tesoro;NORMAL
4399;testigo;NORMAL
4400;testigos;NORMAL
4401;testimonio;NORMAL
4402;texto;NORMAL
4403;textos;NORMAL
4404;the;NORMAL
4405;tiempo;NORMAL
4406;tiempos;NORMAL
4407;tienda;NORMAL
4408;tiendas;NORMAL
4409;tiende;NORMAL
4410;tiene;NORMAL
4411;tienen;NORMAL
4412;tienes;NORMAL
4413;tierra;NORMAL
4414;tierras;NORMAL
4415;tipo;NORMAL
4416;tipos;NORMAL
4417;tiro;NORMAL
4418;titular;NORMAL
4419;toca;NORMAL
4420;tocar;NORMAL
4421;tocó;NORMAL
4422;todavía;NORMAL
4423;toledo;NORMAL
4424;toma;NORMAL
4425;tomado;NORMAL
4426;toman;NORMAL
4427;tomando;NORMAL
4428;tomar;NORMAL
4429;tomate;NORMAL
4430;tomás;NORMAL
4431;tomó;NORMAL
4432;toneladas;NORMAL
4433;tono;NORMAL
4434;toque;NORMAL
4435;torneo;NORMAL
4436;torno;NORMAL
4437;toro;NORMAL
4438;toros;NORMAL
4439;torre;NORMAL
4440;torres;NORMAL
4441;total;NORMAL
4442;totalidad;NORMAL
4443;totalmente;NORMAL
4444;trabaja;NORMAL
4445;trabajaba;NORMAL
4446;trabajador;NORMAL
4447;trabajadores;NORMAL
4448;trabajan;NORMAL
4449;trabajando;NORMAL
4450;trabajar;NORMAL
4451;trabajo;NORMAL
4452;trabajos;NORMAL
4453;tradicional;NORMAL
4454;tradicionales;NORMAL
4455;tradición;NORMAL
4456;traducción;NORMAL
4457;trae;NORMAL
4458;tragedia;NORMAL
4459;traje;NORMAL
4460;trajo;NORMAL
4461;trama;NORMAL
4462;tramo;NORMAL
4463;tranquila;NORMAL
4464;tranquilidad;NORMAL
4465;tranquilo;NORMAL
4466;transcurso;NORMAL
4467;transferencia;NORMAL
4468;transformación;NORMAL
4469;transición;NORMAL
4470;transmisión;NORMAL
4471;transporte;NORMAL
4472;transportes;NORMAL
4473;traslado;NORMAL
4474;trastornos;NORMAL
4475;trata;NORMAL
4476;trataba;NORMAL
4477;tratado;NORMAL
4478;tratados;NORMAL
4479;tratamiento;NORMAL
4480;tratamientos;NORMAL
4481;tratan;NORMAL
4482;tratando;NORMAL
4483;tratar;NORMAL
4484;trate;NORMAL
4485;trato;NORMAL
4486;trató;NORMAL
4487;través;NORMAL
4488;trayectoria;NORMAL
4489;treinta;NORMAL
4490;tren;NORMAL
4491;tribunal;NORMAL
4492;tribunales;NORMAL
4493;trimestre;NORMAL
4494;triste;NORMAL
4495;tristeza;NORMAL
4496;triunfo;NORMAL
4497;tronco;NORMAL
4498;tropas;NORMAL
4499;tráfico;NORMAL
4500;tránsito;NORMAL
4501;tumba;NORMAL
4502;turismo;NORMAL
4503;turistas;NORMAL
4504;turno;NORMAL
4505;tuve;NORMAL
4506;tuviera;NORMAL
4507;tuvieron;NORMAL
4508;tuvo;NORMAL
4509;tv;NORMAL
4510;tve;NORMAL
4511;técnica;NORMAL
4512;técnicas;NORMAL
4513;técnico;NORMAL
4514;técnicos;NORMAL
4515;término;NORMAL
4516;términos;NORMAL
4517;tía;NORMAL
4518;tío;NORMAL
4519;título;NORMAL
4520;títulos;NORMAL
4521;ucd;INICIO
4522;ue;NORMAL
4523;ugt;NORMAL
4524;une;NORMAL
4525;unida;NORMAL
4526;unidad;NORMAL
4527;unidades;NORMAL
4528;unidas;NORMAL
4529;unido;NORMAL
4530;unidos;NORMAL
4531;uniforme;NORMAL
4532;universal;NORMAL
4533;universidad;NORMAL
4534;universidades;NORMAL
4535;universitaria;NORMAL
4536;universitario;NORMAL
4537;universitarios;NORMAL
4538;universo;NORMAL
4539;unión;NORMAL
4540;urbana;NORMAL
4541;urbano;NORMAL
4542;urgencia;NORMAL
4543;urgente;NORMAL
4544;urss;NORMAL
4545;uruguay;NORMAL
4546;usa;NORMAL
4547;usar;NORMAL
4548;uso;NORMAL
4549;usos;NORMAL
4550;usuario;NORMAL
4551;usuarios;NORMAL
4552;utilidad;NORMAL
4553;utiliza;NORMAL
4554;utilización;NORMAL
4555;utilizado;NORMAL
4556;utilizados;NORMAL
4557;utilizan;NORMAL
4558;utilizando;NORMAL
4559;utilizar;NORMAL
4560;va;INICIO
4561;vacaciones;NORMAL
4562;vacío;NORMAL
4563;vale;NORMAL
4564;valencia;NORMAL
4565;valladolid;NORMAL
4566;valle;NORMAL
4567;valor;NORMAL
4568;valoración;NORMAL
4569;valores;NORMAL
4570;vamos;NORMAL
4571;van;NORMAL
4572;vanguardia;NORMAL
4573;vano;NORMAL
4574;vapor;NORMAL
4575;vargas;NORMAL
4576;variable;NORMAL
4577;variables;NORMAL
4578;variaciones;NORMAL
4579;variedad;NORMAL
4580;varones;NORMAL
4581;vas;NORMAL
4582;vasco;NORMAL
4583;vascos;NORMAL
4584;vaso;NORMAL
4585;vaya;NORMAL
4586;vayan;NORMAL
4587;ve;NORMAL
4588;vea;NORMAL
4589;veces;NORMAL
4590;vecino;NORMAL
4591;vecinos;NORMAL
4592;vega;NORMAL
4593;vegetal;NORMAL
4594;vegetales;NORMAL
4595;vehículo;NORMAL
4596;vehículos;NORMAL
4597;vela;NORMAL
4598;velocidad;NORMAL
4599;velázquez;NORMAL
4600;vemos;NORMAL
4601;ven;NORMAL
4602;vencer;NORMAL
4603;vender;NORMAL
4604;venezolano;NORMAL
4605;venezuela;NORMAL
4606;venga;NORMAL
4607;venido;NORMAL
4608;venir;NORMAL
4609;venta;NORMAL
4610;ventaja;NORMAL
4611;ventajas;NORMAL
4612;ventana;NORMAL
4613;ventanas;NORMAL
4614;ventas;NORMAL
4615;venía;NORMAL
4616;venían;NORMAL
4617;veo;NORMAL
4618;ver;NORMAL
4619;vera;NORMAL
4620;verano;NORMAL
4621;verdad;NORMAL
4622;verdadera;NORMAL
4623;verdaderamente;NORMAL
4624;verdadero;NORMAL
4625;verde;NORMAL
4626;verdes;NORMAL
4627;veremos;NORMAL
4628;vergüenza;NORMAL
4629;verla;NORMAL
4630;verlo;NORMAL
4631;verse;NORMAL
4632;versiones;NORMAL
4633;versión;NORMAL
4634;versos;NORMAL
4635;verá;NORMAL
4636;ves;NORMAL
4637;vestido;NORMAL
4638;vestidos;NORMAL
4639;vez;NORMAL
4640;veía;NORMAL
4641;vi;NORMAL
4642;viajar;NORMAL
4643;viaje;NORMAL
4644;viajes;NORMAL
4645;vicente;NORMAL
4646;vicepresidente;NORMAL
4647;victoria;NORMAL
4648;vida;NORMAL
4649;vidal;NORMAL
4650;vidas;NORMAL
4651;vidrio;NORMAL
4652;vieja;NORMAL
4653;viejas;NORMAL
4654;viejo;NORMAL
4655;viejos;NORMAL
4656;viena;NORMAL
4657;viendo;NORMAL
4658;viene;NORMAL
4659;vienen;NORMAL
4660;viento;NORMAL
4661;vientos;NORMAL
4662;vientre;NORMAL
4663;viernes;NORMAL
4664;vieron;NORMAL
4665;vigencia;NORMAL
4666;vigente;NORMAL
4667;vigilancia;NORMAL
4668;vigo;NORMAL
4669;vigor;NORMAL
4670;vih;NORMAL
4671;villa;NORMAL
4672;vino;NORMAL
4673;vinos;NORMAL
4674;vio;NORMAL
4675;violencia;NORMAL
4676;virgen;NORMAL
4677;virginia;NORMAL
4678;virtud;NORMAL
4679;virtudes;NORMAL
4680;virus;NORMAL
4681;visible;NORMAL
4682;visita;NORMAL
4683;visitantes;NORMAL
4684;visitar;NORMAL
4685;visitas;NORMAL
4686;visión;NORMAL
4687;vista;NORMAL
4688;vistas;NORMAL
4689;visto;NORMAL
4690;visual;NORMAL
4691;vital;NORMAL
4692;vitamina;NORMAL
4693;viuda;NORMAL
4694;viva;NORMAL
4695;vive;NORMAL
4696;viven;NORMAL
4697;vivido;NORMAL
4698;vivienda;NORMAL
4699;viviendas;NORMAL
4700;viviendo;NORMAL
4701;vivimos;NORMAL
4702;vivir;NORMAL
4703;vivió;NORMAL
4704;vivo;NORMAL
4705;vivos;NORMAL
4706;vivía;NORMAL
4707;vocación;NORMAL
4708;voces;NORMAL
4709;volumen;NORMAL
4710;voluntad;NORMAL
4711;volver;NORMAL
4712;volvieron;NORMAL
4713;volvió;NORMAL
4714;volví;NORMAL
4715;volvía;NORMAL
4716;vos;NORMAL
4717;votación;NORMAL
4718;voto;NORMAL
4719;votos;NORMAL
4720;voy;NORMAL
4721;voz;NORMAL
4722;vuelo;NORMAL
4723;vuelta;NORMAL
4724;vueltas;NORMAL
4725;vuelto;NORMAL
4726;vuelva;NORMAL
4727;vuelve;NORMAL
4728;vuelven;NORMAL
4729;vázquez;NORMAL
4730;vía;NORMAL
4731;vías;NORMAL
4732;víctima;NORMAL
4733;víctimas;NORMAL
4734;víctor;NORMAL
4735;vídeo;NORMAL
4736;washington;INICIO
4737;web;NORMAL
4738;william;NORMAL
4739;xix;INICIO
4740;xvi;NORMAL
4741;xvii;NORMAL
4742;xviii;NORMAL
4743;xx;NORMAL
4744;ya;INICIO
4745;york;NORMAL
4746;zapatos;INICIO
4747;zaragoza;NORMAL
4748;zona;NORMAL
4749;zonas;NORMAL
4750;ácido;INICIO
4751;áfrica;NORMAL
4752;ámbito;NORMAL
4753;ámbitos;NORMAL
4754;ángel;NORMAL
4755;ángeles;NORMAL
4756;ángulo;NORMAL
4757;ánimo;NORMAL
4758;árabe;NORMAL
4759;árbol;NORMAL
4760;árboles;NORMAL
4761;área;NORMAL
4762;áreas;NORMAL
4763;época;INICIO
4764;épocas;NORMAL
4765;ética;NORMAL
4766;éxito;NORMAL
4767;índice;INICIO
4768;ópera;INICIO
4769;órdenes;NORMAL
4770;órgano;NORMAL
4771;órganos;NORMAL
4772;última;INICIO
4773;últimas;NORMAL
4774;último;NORMAL
4775;últimos;NORMAL
4776;única;NORMAL
4777;únicamente;NORMAL
4778;único;NORMAL
4779;únicos;NORMAL
4780;útil;NORMAL
4781;útiles;NORMAL
