PALABRA;OFFSET3.1;OFFSET3.0;IDPICTO
membrillo;07785560-n;spa-30-07769584-n;28357
memoria;05659244-n;spa-30-05651399-n;24679
mendigo;09866418-n;spa-30-09847010-n;4723
menos;00100077-r;spa-30-00099527-r;5512
menos;00100418-r;spa-30-00099868-r;5512
menstruación;13534950-n;spa-30-13513747-n;8165
menta;12875802-n;spa-30-12855042-n;21982
mentira;06769542-n;spa-30-06756831-n;8629
menú;06504930-n;spa-30-06492939-n;5513
menú;07580648-n;spa-30-07565083-n;5513
mercado;01099197-n;spa-30-01097292-n;32942
mercado;03727779-n;spa-30-03722288-n;32942
mercante;02881464-n;spa-30-02878222-n;21421
mercería;03478827-n;spa-30-03473704-n;7782
mercurio;09374305-n;spa-30-09351408-n;10297
merienda;07591075-n;spa-30-07575510-n;4695
merluza;07808003-n;spa-30-07792027-n;6646
mermelada;07658542-n;spa-30-07642933-n;2470
mes;15234209-n;spa-30-15209413-n;7161
mes;15231092-n;spa-30-15206296-n;7161
mesa;04386330-n;spa-30-04379243-n;3129
meseta;09476138-n;spa-30-09453008-n;20399
meta;08589006-n;spa-30-08571459-n;16817
metal;14649636-n;spa-30-14625458-n;6148
meter;00187671-v;spa-30-00187526-v;5514
metodología;05669245-n;spa-30-05661400-n;27403
metro;13681046-n;spa-30-13659162-n;29074
metro;04399200-n;spa-30-04392113-n;2913
metro;03762667-n;spa-30-03757138-n;2472
metrónomo;03763133-n;spa-30-03757604-n;28553
mezclar;00395719-v;spa-30-00394813-v;5515
mezclar;01464634-v;spa-30-01462005-v;5515
mezclar;01421321-v;spa-30-01418667-v;7162
mezquita;03793728-n;spa-30-03788195-n;24177
meñique;05575360-n;spa-30-05567727-n;7778
microbús;03775416-n;spa-30-03769881-n;28405
microchip;03023717-n;spa-30-03020034-n;9158
microondas;03766619-n;spa-30-03761084-n;2473
microscopio;03766206-n;spa-30-03760671-n;8168
micrófono;03765483-n;spa-30-03759954-n;2912
miedo;07534492-n;spa-30-07519253-n;10261
miel;07874954-n;spa-30-07858978-n;2911
miga;07638082-n;spa-30-07622473-n;9053
mil;13772984-n;spa-30-13750844-n;29258
milagro;07303524-n;spa-30-07288801-n;24181
militar;01099442-v;spa-30-01097031-v;2797
millonario;10549130-n;spa-30-10529555-n;4733
milpiés;01789287-n;spa-30-01786646-n;26216
mina;03773881-n;spa-30-03768346-n;8630
minarete;03773280-n;spa-30-03767745-n;24185
minera;10339454-n;spa-30-10319796-n;11303
mineral;14686753-n;spa-30-14662574-n;26224
minerales;14686753-n;spa-30-14662574-n;26226
minero;10339454-n;spa-30-10319796-n;8631
minino;02124950-n;spa-30-02122298-n;2406
ministra;10340521-n;spa-30-10320863-n;21988
ministro;10340521-n;spa-30-10320863-n;21992
ministro;00586847-n;spa-30-00585810-n;21992
mirador;08694988-n;spa-30-08677250-n;27885
mirar;02134989-v;spa-30-02130524-v;2474
mirar;02133754-v;spa-30-02129289-v;2474
mirar;02134765-v;spa-30-02130300-v;2474
misa;01044274-n;spa-30-01042242-n;30905
mismo;01413922-a;spa-30-01411065-a;4667
mitad;13758939-n;spa-30-13736799-n;5516
mitad;15282640-n;spa-30-15257829-n;5516
miércoles;15189280-n;spa-30-15164233-n;6563
mochila;02772753-n;spa-30-02769748-n;2475
moción;07178244-n;spa-30-07163593-n;19565
moco;05422738-n;spa-30-05415395-n;25249
modelar;01700922-v;spa-30-01697027-v;3283
modista;10053137-n;spa-30-10033412-n;21996
mofeta;02448346-n;spa-30-02445715-n;8632
mojado;02558087-a;spa-30-02547317-a;4697
mojar;00215377-v;spa-30-00214951-v;6149
mojar;00218382-v;spa-30-00217956-v;29169
mojar;01378747-v;spa-30-01376082-v;29169
molde;03784903-n;spa-30-03779370-n;15457
molestar;01791774-v;spa-30-01787955-v;7157
molestar;00521099-v;spa-30-00520019-v;7157
molestar;02513385-v;spa-30-02507736-v;28459
molinillo;03771096-n;spa-30-03765561-n;25257
molusco;01943377-n;spa-30-01940736-n;20111
moluscos;01943377-n;spa-30-01940736-n;20111
moluscos;01942239-n;spa-30-01939598-n;20111
moluscos;01941491-n;spa-30-01938850-n;20111
momento;15271664-n;spa-30-15246853-n;22633
momento;15271164-n;spa-30-15246353-n;22633
momia;05225904-n;spa-30-05218630-n;26427
monarca;10251212-n;spa-30-10231515-n;5563
monarquía;08380739-n;spa-30-08363812-n;5559
monasterio;03786777-n;spa-30-03781244-n;32677
monedero;04032893-n;spa-30-04026417-n;4698
monitor;10498545-n;spa-30-10478960-n;24789
monja;10387708-n;spa-30-10368009-n;11305
mono;02486953-n;spa-30-02484322-n;2477
mono;03868628-n;spa-30-03863108-n;8281
monopatín;04233049-n;spa-30-04225987-n;2507
monovolumen;03776212-n;spa-30-03770679-n;3206
monstruo;09515097-n;spa-30-09491966-n;11306
montar;01959843-v;spa-30-01955984-v;5517
montar;01961388-v;spa-30-01957529-v;6643
montar;01927367-v;spa-30-01923414-v;6643
montar;01660471-v;spa-30-01656788-v;11698
montaña;09382700-n;spa-30-09359803-n;2909
montañero;10354280-n;spa-30-10334567-n;3207
monte;09382700-n;spa-30-09359803-n;2909
mopa;04374567-n;spa-30-04367480-n;2908
mora;07783147-n;spa-30-07767171-n;8360
morado;04977236-n;spa-30-04970059-n;2907
moratón;14312373-n;spa-30-14288871-n;8170
morcilla;07691866-n;spa-30-07676121-n;3284
morder;01448551-v;spa-30-01445932-v;11307
morena;09897322-n;spa-30-09877856-n;8171
moreno;00245359-a;spa-30-00244503-a;8171
moreno;09897322-n;spa-30-09877856-n;8171
morir;00359085-v;spa-30-00358431-v;8172
mortadela;07692018-n;spa-30-07676273-n;8634
mortero;03792434-n;spa-30-03786901-n;17275
mosca;02192818-n;spa-30-02190166-n;2478
mosquetón;02964126-n;spa-30-02960690-n;4701
mosquito;02202850-n;spa-30-02200198-n;2479
mostacho;05269684-n;spa-30-05262185-n;2661
mostaza;07835456-n;spa-30-07819480-n;6565
mostrar;02141597-v;spa-30-02137132-v;11308
mostrar;02153218-v;spa-30-02148788-v;11308
moto;03796045-n;spa-30-03790512-n;5084
motocicleta;03796045-n;spa-30-03790512-n;2480
motocicleta;03775257-n;spa-30-03769722-n;28167
motor;03292644-n;spa-30-03287733-n;10334
motosierra;03004288-n;spa-30-03000684-n;8635
mover;01854282-v;spa-30-01850315-v;7167
mover;01835473-v;spa-30-01831531-v;7167
mover;01079008-v;spa-30-01076615-v;21397
movimiento;00332776-n;spa-30-00331950-n;25656
mozzarella;07870160-n;spa-30-07854184-n;27136
mucho;01555990-a;spa-30-01551633-a;7168
mucho;00059709-r;spa-30-00059171-r;7168
mucho;00059624-r;spa-30-00059086-r;5521
muchos;01555990-a;spa-30-01551633-a;7168
muela;05315272-n;spa-30-05307773-n;2905
muelle;04295410-n;spa-30-04288272-n;28563
muerta;07962243-n;spa-30-07945657-n;29869
muerta;10014481-n;spa-30-09994943-n;29869
muerte;11464213-n;spa-30-11444117-n;16359
muerte;13985834-n;spa-30-13962498-n;16359
muerte;15168236-n;spa-30-15143276-n;16359
muerto;00096133-a;spa-30-00095280-a;26234
muerto;07962243-n;spa-30-07945657-n;26234
muerto;10014481-n;spa-30-09994943-n;26234
muffin;07706018-n;spa-30-07690273-n;27903
mugir;01056890-v;spa-30-01055018-v;7169
mujer;10807146-n;spa-30-10787470-n;4703
muleta;03146474-n;spa-30-03141823-n;8361
multar;02504365-v;spa-30-02498716-v;10172
multiplicación;00873254-n;spa-30-00871576-n;5798
multiplicar;00643334-v;spa-30-00641672-v;5798
mundo;09293800-n;spa-30-09270894-n;30014
municipio;08689937-n;spa-30-08672199-n;2823
muralla;04058937-n;spa-30-04051825-n;8266
murciélago;02141851-n;spa-30-02139199-n;2903
muro;04058937-n;spa-30-04051825-n;8266
museo;03806085-n;spa-30-03800563-n;32406
musgo;11557957-n;spa-30-11537506-n;28843
musical;07032286-n;spa-30-07019172-n;8175
muslo;05569882-n;spa-30-05562249-n;22185
muslo;07663876-n;spa-30-07648267-n;2534
muérdago;12760092-n;spa-30-12739332-n;11309
muñeca;05592578-n;spa-30-05584928-n;2904
muñeca;03223838-n;spa-30-03219135-n;2482
muñeco;03223838-n;spa-30-03219135-n;8728
máquina;03705309-n;spa-30-03699975-n;25652
más;06824844-n;spa-30-06811986-n;3220
más;01559526-a;spa-30-01555133-a;5508
más;00099891-r;spa-30-00099341-r;5508
máscara;03730361-n;spa-30-03724870-n;5944
máscara;03730526-n;spa-30-03725035-n;27881
médica;10040615-n;spa-30-10020890-n;8263
médico;10040615-n;spa-30-10020890-n;6561
método;05668113-n;spa-30-05660268-n;27403
méxico;08758708-n;spa-30-08740875-n;8167
módem;03783287-n;spa-30-03777754-n;9159
móvil;02995984-n;spa-30-02992529-n;2586
músculo;05296796-n;spa-30-05289297-n;2891
música;07034009-n;spa-30-07020895-n;26242
música;00544270-n;spa-30-00543233-n;24791
música;05726882-n;spa-30-05718935-n;26242
música;05726503-n;spa-30-05718556-n;26242
músico;10360025-n;spa-30-10340312-n;2890
nacer;00361585-v;spa-30-00360932-v;8176
nacimiento;07334902-n;spa-30-07320302-n;10275
nacionalidad;13977005-n;spa-30-13953787-n;12338
nada;13762308-n;spa-30-13740168-n;29839
nada;00024616-r;spa-30-00024257-r;29839
nadador;10702573-n;spa-30-10683126-n;3208
nadador;10702832-n;spa-30-10683349-n;3208
nadar;01964770-v;spa-30-01960911-v;2889
naranja;07763583-n;spa-30-07747607-n;2483
naranja;04972356-n;spa-30-04965179-n;2888
naranja;15015777-n;spa-30-14991210-n;2888
naranjada;07942682-n;spa-30-07926442-n;6569
naranjo;12729053-n;spa-30-12708293-n;3209
narciso;12442188-n;spa-30-12421683-n;28567
nariz;05605902-n;spa-30-05598147-n;2887
narrar;00955248-v;spa-30-00953216-v;5973
nata;07863174-n;spa-30-07847198-n;13376
natación;00443055-n;spa-30-00442115-n;2889
natilla;07634613-n;spa-30-07619004-n;6644
natillas;07634613-n;spa-30-07619004-n;6644
naturaleza;09389659-n;spa-30-09366762-n;20389
naufragar;01993887-v;spa-30-01989873-v;7133
naufragio;07367675-n;spa-30-07353075-n;15820
navaja;03979986-n;spa-30-03973628-n;8638
navaja;01961670-n;spa-30-01959029-n;26248
navegar;01949375-v;spa-30-01945516-v;7170
navegar;01850262-v;spa-30-01846320-v;7170
nebulizador;02757108-n;spa-30-02754103-n;26571
neceser;04453978-n;spa-30-04446844-n;9145
negar;02217607-v;spa-30-02212825-v;5525
negar;00818217-v;spa-30-00816556-v;5525
negocio;04209460-n;spa-30-04202417-n;9116
negra;06884177-n;spa-30-06871127-n;9124
negro;04967454-n;spa-30-04960277-n;2886
negro;00393873-a;spa-30-00392812-a;2886
negro;00243558-a;spa-30-00241952-a;6011
neonato;09846929-n;spa-30-09827683-n;28215
neonato;10372747-n;spa-30-10353016-n;28215
nepal;08926147-n;spa-30-08906374-n;28062
neptuno;09391596-n;spa-30-09368699-n;10298
nevada;11528800-n;spa-30-11508382-n;2884
nevar;11528800-n;spa-30-11508382-n;7172
nevar;02764935-v;spa-30-02758977-v;7172
nevera;04077839-n;spa-30-04070727-n;3272
nevera;03278824-n;spa-30-03273913-n;3272
nidada;08007266-n;spa-30-07990824-n;26254
nido;09392066-n;spa-30-09369169-n;7173
nieta;10161252-n;spa-30-10141732-n;10342
nieto;10161110-n;spa-30-10141590-n;10343
nieve;15068330-n;spa-30-15043763-n;3135
nieve;11528800-n;spa-30-11508382-n;3135
nivel;03664184-n;spa-30-03658858-n;9119
niña;10149362-n;spa-30-10129825-n;10362
niña;10104064-n;spa-30-10084295-n;2484
niñez;15172057-n;spa-30-15147097-n;20401
niñez;14450469-n;spa-30-14427065-n;20401
niño;09937051-n;spa-30-09917593-n;26606
niño;10305010-n;spa-30-10285313-n;2485
no;07219764-n;spa-30-07205104-n;5525
no;00024715-r;spa-30-00024356-r;5525
no;00024946-r;spa-30-00024587-r;32278
noche;15192074-n;spa-30-15167027-n;7181
noche;15180707-n;spa-30-15155747-n;7181
noche;15192396-n;spa-30-15167349-n;7181
noche;15192521-n;spa-30-15167474-n;26997
noche;15194806-n;spa-30-15169759-n;7181
nochevieja;15206888-n;spa-30-15182053-n;8261
nogal;12338895-n;spa-30-12318378-n;28853
nombre;06344646-n;spa-30-06333653-n;27357
nombre;06348677-n;spa-30-06337307-n;7061
nordeste;13854042-n;spa-30-13831843-n;27913
noreste;13854042-n;spa-30-13831843-n;27913
noria;03334247-n;spa-30-03329302-n;4704
noroeste;13857084-n;spa-30-13834885-n;27915
norte;13853375-n;spa-30-13831176-n;8178
nota;06878395-n;spa-30-06865345-n;9123
nota;06775984-n;spa-30-06763273-n;7187
nota;06516453-n;spa-30-06504462-n;7187
noticia;06693922-n;spa-30-06681177-n;7784
noticias;06632357-n;spa-30-06619850-n;8229
noventa;13772437-n;spa-30-13750297-n;29430
novia;09894191-n;spa-30-09874725-n;8640
novia;09894084-n;spa-30-09874618-n;8640
novia;10150206-n;spa-30-10130686-n;11179
noviembre;15238202-n;spa-30-15213406-n;6570
novio;09890770-n;spa-30-09871364-n;11178
novio;10167555-n;spa-30-10148035-n;8641
novio;10167455-n;spa-30-10147935-n;8641
nube;09270316-n;spa-30-09247410-n;2883
nublado;00463344-a;spa-30-00461311-a;2882
nuca;05555029-n;spa-30-05547396-n;2881
nudo;03632523-n;spa-30-03627232-n;9180
nueve;13767410-n;spa-30-13745270-n;4897
nuevo;01645077-a;spa-30-01640850-a;4705
nuevo;02595137-a;spa-30-02584699-a;11316
nuez;07787188-n;spa-30-07771212-n;2880
nunca;00021452-r;spa-30-00020997-r;5527
nunca;00021214-r;spa-30-00020759-r;5527
nutria;02447450-n;spa-30-02444819-n;6158
número;13603216-n;spa-30-13582013-n;2879
número;06820056-n;spa-30-06807198-n;2879
número;06437781-n;spa-30-06426111-n;31484
oasis;08523517-n;spa-30-08506496-n;6159
obedecer;02548492-v;spa-30-02542795-v;22007
obediente;01616581-a;spa-30-01612053-a;22007
obispo;09876606-n;spa-30-09857200-n;24200
obligación;01132241-n;spa-30-01129920-n;15523
obligar;02512195-v;spa-30-02506546-v;15525
obra;08694360-n;spa-30-08676622-n;19537
observar;02134989-v;spa-30-02130524-v;2474
observar;02173796-v;spa-30-02169352-v;2474
observar;02133754-v;spa-30-02129289-v;2474
observatorio;03845191-n;spa-30-03839671-n;13088
obstruir;01479113-v;spa-30-01476483-v;21387
obtener;02242867-v;spa-30-02238085-v;24208
oca;01858313-n;spa-30-01855672-n;2878
ochenta;13772304-n;spa-30-13750164-n;29410
ocho;13767226-n;spa-30-13745086-n;4896
ocio;15162377-n;spa-30-15137425-n;11653
ocre;04974018-n;spa-30-04966841-n;9097
octubre;15237911-n;spa-30-15213115-n;6571
oculista;10398772-n;spa-30-10379073-n;16365
océano;09449666-n;spa-30-09426788-n;2925
océano;09399110-n;spa-30-09376198-n;32699
odontología;06056961-n;spa-30-06047430-n;2733
odontólogo;10023944-n;spa-30-10004282-n;2733
oeste;13856598-n;spa-30-13834399-n;8179
oeste;13858335-n;spa-30-13836136-n;8179
oficina;03847186-n;spa-30-03841666-n;9092
ofrecer;02302103-v;spa-30-02297142-v;17038
oftalmóloga;10398772-n;spa-30-10379073-n;16365
oftalmólogo;10398772-n;spa-30-10379073-n;16367
ogro;09513956-n;spa-30-09490825-n;6160
ojo;05318579-n;spa-30-05311054-n;6573
ok;06700446-n;spa-30-06687701-n;31410
ola;07366790-n;spa-30-07352190-n;4706
oler;02129213-v;spa-30-02124748-v;2486
olfatear;02129213-v;spa-30-02124748-v;2486
olfato;05666448-n;spa-30-05658603-n;25274
olimpiada;07471917-n;spa-30-07457126-n;5064
oliva;07783320-n;spa-30-07767344-n;8316
olivas;07783320-n;spa-30-07767344-n;2874
olla;03996832-n;spa-30-03990474-n;9086
olor;04987257-n;spa-30-04980008-n;25274
olor;00884639-n;spa-30-00882961-n;25274
olvidar;00610654-v;spa-30-00609100-v;26258
olvidar;00614532-v;spa-30-00613018-v;26258
olvidarse;00614532-v;spa-30-00613018-v;26258
ombligo;05564228-n;spa-30-05556595-n;2873
omnívoro;02078264-n;spa-30-02075612-n;8180
once;13768812-n;spa-30-13746672-n;29260
opaco;00434829-a;spa-30-00433115-a;24210
operación;00672594-n;spa-30-00671351-n;27925
operar;00083562-v;spa-30-00083809-v;5530
oponer;01083545-v;spa-30-01081152-v;24753
oposición;00203133-n;spa-30-00202284-n;16009
oposición;13876846-n;spa-30-13854649-n;24751
optimismo;05219061-n;spa-30-05211793-n;16369
optimismo;07556946-n;spa-30-07541558-n;16369
opuesto;13880801-n;spa-30-13858604-n;24753
orar;00761989-v;spa-30-00759944-v;24368
orca;02073946-n;spa-30-02071294-n;8642
ordenador;03086983-n;spa-30-03082979-n;7214
ordenar;00656296-v;spa-30-00654625-v;2872
ordenar;00277653-v;spa-30-00276883-v;25282
ordeñar;00194514-v;spa-30-00194170-v;26260
oreja;05331437-n;spa-30-05323889-n;2871
organigrama;07014082-n;spa-30-07001294-n;27335
organización;08024893-n;spa-30-08008335-n;12333
organización;08181484-n;spa-30-08164585-n;12333
organizar;02437377-v;spa-30-02432530-v;2872
orientación;06663446-n;spa-30-06650701-n;16063
orientación;13850288-n;spa-30-13828075-n;29804
orientar;02163627-v;spa-30-02159197-v;9013
orientarse;02163627-v;spa-30-02159197-v;9013
origen;07338522-n;spa-30-07323922-n;12295
orinal;04523286-n;spa-30-04515991-n;10307
orinar;00071765-v;spa-30-00072012-v;3429
ornitorrinco;01875951-n;spa-30-01873310-n;13090
oro;14662977-n;spa-30-14638799-n;6161
orquesta;08265078-n;spa-30-08248157-n;2870
orquídea;12061915-n;spa-30-12041446-n;11321
ortopedia;06073656-n;spa-30-06064106-n;13092
orégano;07834971-n;spa-30-07818995-n;14244
orégano;12874047-n;spa-30-12853287-n;14244
oscuridad;14007000-n;spa-30-13983515-n;8643
oscuridad;08663881-n;spa-30-08646306-n;10742
oscuro;00410517-a;spa-30-00409440-a;26266
oscuro;00273948-a;spa-30-00273082-a;4710
oso;02134305-n;spa-30-02131653-n;2488
ostra;01963100-n;spa-30-01960459-n;10358
otitis;14375034-n;spa-30-14351629-n;10265
otoscopio;03863703-n;spa-30-03858183-n;27001
otoño;15261656-n;spa-30-15236859-n;5531
otro;02076759-a;spa-30-02069355-a;17054
ovacionar;00863389-v;spa-30-00861725-v;26615
oveja;02414351-n;spa-30-02411705-n;2489
ovni;05906432-n;spa-30-05897825-n;7191
ovíparo;02529227-a;spa-30-02519171-a;25284
oxígeno;14672278-n;spa-30-14648100-n;10317
oír;02174146-v;spa-30-02169702-v;2746
oír;02175483-v;spa-30-02171039-v;2746
paciencia;04647895-n;spa-30-04640538-n;27333
paciente;10425439-n;spa-30-10405694-n;27933
padre;10100638-n;spa-30-10080869-n;2497
paella;07607532-n;spa-30-07591961-n;5532
pagar;02256551-v;spa-30-02251743-v;6457
pago;01122769-n;spa-30-01120448-n;16017
paisaje;08664477-n;spa-30-08646902-n;10304
paja;14984078-n;spa-30-14959939-n;6163
pajarita;02886446-n;spa-30-02883205-n;4712
pajita;04341370-n;spa-30-04334232-n;6164
pala;03879526-n;spa-30-03873848-n;2492
palabra;06297048-n;spa-30-06286395-n;9837
palacio;03883763-n;spa-30-03878066-n;17279
paladar;05317250-n;spa-30-05309725-n;25289
palanca;03664618-n;spa-30-03659292-n;24218
palanca;03665135-n;spa-30-03659809-n;26278
paleta;04497112-n;spa-30-04489817-n;2866
paleta;03884371-n;spa-30-03878674-n;8644
palillo;04460661-n;spa-30-04453390-n;8362
palillos;03029438-n;spa-30-03025755-n;32090
palmera;12602979-n;spa-30-12582231-n;3138
palo;03983015-n;spa-30-03976657-n;11322
palo;04324558-n;spa-30-04317420-n;11322
palo;03451003-n;spa-30-03446070-n;8646
paloma;01814550-n;spa-30-01811909-n;2493
palomitas;07748612-n;spa-30-07732636-n;5534
palpar;01208838-v;spa-30-01206218-v;3293
palpar;01208316-v;spa-30-01205696-v;3293
palpar;02131823-v;spa-30-02127358-v;3293
pamela;03938123-n;spa-30-03931885-n;10352
pan;07695101-n;spa-30-07679356-n;2494
pan;07699531-n;spa-30-07683786-n;2494
panadero;09852896-n;spa-30-09833536-n;3358
panadero;09853011-n;spa-30-09833651-n;3358
panadería;02779636-n;spa-30-02776631-n;2864
panal;09241222-n;spa-30-09218315-n;7192
panceta;07686178-n;spa-30-07670433-n;2994
panda;02513086-n;spa-30-02510455-n;2869
pandereta;04394487-n;spa-30-04387400-n;2564
pandero;04394487-n;spa-30-04387400-n;2495
panecillo;07696677-n;spa-30-07680932-n;10231
pantalones;04496264-n;spa-30-04489008-n;13638
pantalón;04496264-n;spa-30-04489008-n;2565
pantano;09370676-n;spa-30-09347779-n;26290
pantano;09475525-n;spa-30-09452395-n;26290
pantano;04085859-n;spa-30-04078747-n;26049
pantera;02131321-n;spa-30-02128669-n;24226
papa;10100638-n;spa-30-10080869-n;31146
papa;10473089-n;spa-30-10453533-n;24234
papa;10007601-n;spa-30-09988063-n;31146
papaya;07778220-n;spa-30-07762244-n;16829
papel;14998823-n;spa-30-14974264-n;2398
papel;06266354-n;spa-30-06255777-n;2398
papel;06266190-n;spa-30-06255613-n;10312
papelera;04562986-n;spa-30-04555700-n;2498
papilla;07580361-n;spa-30-07564796-n;7785
papiroflexia;00938272-n;spa-30-00936456-n;9099
papá;10100638-n;spa-30-10080869-n;31146
papá;10007601-n;spa-30-09988063-n;31146
parabrisas;04597856-n;spa-30-04590553-n;10335
paracaidista;10418718-n;spa-30-10399019-n;6167
paracaídas;03893954-n;spa-30-03888257-n;27949
parachoques;02921979-n;spa-30-02918595-n;6168
parada;08674524-n;spa-30-08656893-n;29155
parado;00867880-a;spa-30-00864693-a;11325
parado;10757517-n;spa-30-10737860-n;11325
paraguas;04514450-n;spa-30-04507155-n;2500
parapente;00305175-n;spa-30-00304349-n;6169
parar;01863207-v;spa-30-01859221-v;9015
parche;03314301-n;spa-30-03309356-n;7786
pared;04554141-n;spa-30-04546855-n;2860
parking;08633213-n;spa-30-08615638-n;6283
parking;13800883-n;spa-30-13778671-n;6283
parque;08632949-n;spa-30-08615374-n;2859
parrilla;03464523-n;spa-30-03459591-n;5811
parte;05876035-n;spa-30-05867413-n;5436
parte;03395053-n;spa-30-03390207-n;5436
participación;01241629-n;spa-30-01239064-n;11486
participar;02455121-v;spa-30-02450256-v;11475
partido;08273889-n;spa-30-08256968-n;31184
partir;02473085-v;spa-30-02467662-v;4735
partir;00335806-v;spa-30-00334996-v;4735
partitura;06828572-n;spa-30-06815714-n;24791
partículas;09409315-n;spa-30-09386422-n;24240
pasado;15145765-n;spa-30-15120823-n;9839
pasador;03481807-n;spa-30-03476684-n;3360
pasajero;10423621-n;spa-30-10403876-n;16107
pasamontañas;02779830-n;spa-30-02776825-n;14548
pasaporte;06512928-n;spa-30-06500937-n;6171
pasar;02236255-v;spa-30-02231473-v;6581
pasear;01921973-v;spa-30-01917980-v;8649
pasear;01911069-v;spa-30-01907076-v;29951
pasillo;03116750-n;spa-30-03112099-n;16315
pasta;07714660-n;spa-30-07698915-n;8652
